lmd,baseline,corLDMmRT,corLDMmRT_CI_lower,corLDMmRT_CI_upper,corLDM_congruent,coef,p_value,BIC
cor_subtitles_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.075,-0.222,0.1,0.0898415584938081,271.86,0.278,1185.4
cor_subtitles_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.051,-0.095,0.208,0.124881612510223,503.49,0.058,1182.8
cor_subtitles_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.02,-0.207,0.156,0.10929705747658,379.72,0.138,1184.3
cor_subtitles_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.333,-0.504,-0.155,0.218476886442596,-790.66,0.236,1185.1
cor_subtitles_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.108,-0.334,0.117,0.0816209351882985,-312.91,0.577,1186.3
cor_subtitles_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.205,-0.45,0.045,0.144894095998394,-403.22,0.518,1186.2
cor_subtitles_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.131,-0.348,0.084,0.0954562515848896,-238.83,0.696,1186.5
cor_subtitles_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.261,-0.397,-0.114,0.177696692871082,-180.81,0.851,1186.6
cor_subtitles_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.085,-0.33,0.14,0.0199649502232278,-178.97,0.858,1186.6
cor_subtitles_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.158,-0.343,0.061,0.106815672408417,280.77,0.807,1186.6
cor_subtitles_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.076,-0.295,0.137,0.0271840576986367,421.98,0.702,1186.5
cor_subtitles_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.134,-0.01,0.299,0.192741103346037,-20244,0.406,1185.9
cor_subtitles_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.45,0.274,0.592,-0.309914429055593,24364.4,0,1162.7
cor_subtitles_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.31,0.132,0.465,-0.124066844166091,25235.03,0.024,1181.1
cor_subtitles_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.294,0.151,0.431,-0.319648714276005,19948.78,0.001,1174.5
cor_subtitles_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.327,0.143,0.501,-0.0238805312134928,390.1,0.002,1176.6
cor_subtitles_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.494,0.339,0.63,-0.192927174605365,565.71,0,1165.9
cor_subtitles_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.436,0.291,0.564,-0.0846280092561725,541.41,0,1171.9
cor_subtitles_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.496,0.342,0.639,-0.175595681161096,594.36,0,1166.3
cor_subtitles_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.279,0.103,0.451,-0.00619194317948163,359.09,0.012,1179.8
cor_subtitles_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.403,0.204,0.559,-0.0758808517367845,474.41,0,1173.5
cor_subtitles_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.342,0.175,0.48,-0.0752503581758003,462.9,0.002,1176.3
cor_subtitles_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.448,0.291,0.584,-0.135261223283357,590.79,0,1168.3
cor_subtitles_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.301,0.131,0.441,-0.054706445333521,557.58,0.001,1175.6
cor_subtitles_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.44,0.288,0.576,-0.110116539589466,613.61,0,1169
cor_subtitles_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.234,0.036,0.414,-0.013220261389318,558.07,0.003,1176.8
cor_subtitles_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.393,0.234,0.548,-0.0713345374513921,592.91,0,1171.2
cor_subtitles_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.263,0.088,0.427,-0.00917667703798908,316.2,0.011,1179.7
cor_subtitles_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.512,0.378,0.646,-0.166271253393915,481.72,0,1166
cor_subtitles_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.485,0.319,0.615,-0.162024449045767,586.75,0,1165
cor_subtitles_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.532,0.391,0.677,-0.110722477964102,473.94,0,1165.7
cor_subtitles_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.207,0.006,0.387,-0.00999585442768986,429.04,0.041,1182.1
cor_subtitles_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.271,0.079,0.441,0.00743414578599079,520.18,0.004,1177.8
cor_subtitles_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.378,0.232,0.512,-0.105166698567952,699.07,0,1171.6
cor_subtitles_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.317,0.142,0.468,-0.0591397461140393,623.58,0,1173
cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.479,-0.594,-0.34,-0.013905122973941,-364.8,0.014,1180.1
cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.509,-0.617,-0.395,-0.0167109922783401,-396.4,0.005,1178.1
cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.526,-0.643,-0.374,0.0247334898088676,-558.92,0.001,1173.7
cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.618,-0.723,-0.515,0.0052941979563628,-469.73,0,1160.8
cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.463,-0.578,-0.334,-0.00250731280508673,-504.17,0.01,1179.5
cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.587,-0.669,-0.48,0.00668072548873897,-632.62,0,1166.5
cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.479,-0.605,-0.347,-0.0138898539856878,-365.59,0.014,1180.1
cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.51,-0.604,-0.389,-0.0166614547277141,-397.13,0.005,1178.1
cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.526,-0.659,-0.372,0.0248067222993508,-558.88,0.001,1173.8
cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.618,-0.717,-0.497,0.00531946299137033,-469.88,0,1160.8
cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.462,-0.582,-0.342,-0.00259980142361993,-500.37,0.01,1179.6
cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.586,-0.693,-0.473,0.00661334630211045,-631.87,0,1166.6
euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.375,-0.493,-0.236,-0.0187983453387059,-2.9,0.185,1184.7
euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.442,-0.561,-0.3,-0.0209598886744024,-4.07,0.057,1182.7
euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.268,-0.437,-0.073,0.0259036815500879,-0.23,0.884,1186.6
euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.461,-0.585,-0.328,0.0144419218396562,-2.8,0.021,1180.9
euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.392,-0.507,-0.242,-0.000988465401822249,-1.18,0.014,1180.2
euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.594,-0.688,-0.492,0.0052161415008312,-1.86,0,1164
cor_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.282,-0.462,-0.091,-0.0478412240573369,-157.15,0.239,1185.1
cos_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.286,-0.432,-0.119,-0.0481560448273562,-161.11,0.228,1185.1
euc_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.21,-0.387,0.015,-0.0412384990143565,-21.82,0.38,1185.8
bnc_conditional_probability_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.128,-0.118,0.317,0.0322822210007669,24926.08,0.206,1182.3
bnc_conditional_probability_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.372,-0.509,-0.196,0.0586914578036892,-116741.82,0.031,1179
bnc_conditional_probability_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.148,-0.365,0.083,0.10957187356543,-26453.56,0.519,1183.5
bnc_conditional_probability_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.295,-0.475,-0.128,0.139058028462317,-78386.19,0.106,1181.2
bnc_log_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.277,0.095,0.452,0.0306854794444468,8.81,0.785,1183.9
bnc_log_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.167,0.012,0.343,0.0418699300145942,-26.47,0.316,1182.9
bnc_log_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.24,0.084,0.423,-0.000492183583406575,-2.98,0.918,1184
bnc_log_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.178,0.011,0.34,0.0479582128908962,-20.98,0.436,1183.3
bnc_pmi_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.061,-0.13,0.273,0.0775099854770681,8.65,0.269,1182.7
bnc_pmi_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.229,-0.401,-0.045,0.131364704084906,-18.04,0.065,1180.3
bnc_pmi_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.018,-0.18,0.168,0.0791866163192549,6.92,0.486,1183.5
bnc_pmi_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.18,-0.328,-0.023,0.193468936963348,-5.98,0.576,1183.6
bnc_ppmi_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.171,0.019,0.343,0.0253530318394099,13.59,0.161,1181.9
bnc_ppmi_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.161,-0.336,0.003,0.113872592261508,-13.27,0.445,1183.3
bnc_ppmi_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.004,-0.234,0.191,0.197405750487248,-0.96,0.945,1184
bnc_ppmi_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.089,-0.289,0.123,0.240948475174129,-7.66,0.628,1183.7
bnc_probability_ratio_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.162,0.015,0.318,0.0445015116002273,2.49,0.173,1182
bnc_probability_ratio_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.106,-0.245,0.047,0.0847465897441405,-5.45,0.569,1183.6
bnc_probability_ratio_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.1,-0.064,0.261,0.110753023911154,3.45,0.481,1183.4
bnc_probability_ratio_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.013,-0.203,0.161,0.19662293703211,-0.28,0.969,1184
cos_bnc_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.116,-0.328,0.107,-0.0762167202374163,-50.89,0.624,1183.7
cos_bnc_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.215,0.062,0.385,-0.200808484287357,79.26,0.256,1182.6
cos_bnc_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.069,-0.132,0.27,-0.177677671184022,36.43,0.598,1183.7
cos_bnc_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.131,-0.076,0.289,-0.207629502421269,49.88,0.458,1183.4
cos_bnc_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.048,-0.261,0.171,-0.103943455367764,-26.23,0.81,1183.9
cos_bnc_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.199,0.048,0.36,-0.20077741748872,66.74,0.364,1183.1
cos_bnc_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.124,-0.094,0.306,-0.17049497399696,49.36,0.545,1183.6
cos_bnc_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.234,0.051,0.395,-0.215819696177859,99.73,0.191,1182.1
cos_bnc_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.061,-0.246,0.139,-0.0872904984357375,-56.68,0.632,1183.7
cos_bnc_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.185,0.014,0.389,-0.202398894911746,77.8,0.305,1182.8
cos_bnc_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.1,-0.088,0.265,-0.161101225475858,37.85,0.627,1183.7
cos_bnc_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.168,-0.035,0.363,-0.197056974327118,65.92,0.356,1183.1
cos_bnc_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.107,-0.313,0.104,-0.123795702104667,-21.91,0.801,1183.9
cos_bnc_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.2,0.014,0.378,-0.193729673132712,58.02,0.304,1182.8
cos_bnc_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.092,-0.086,0.29,-0.179152763799409,48.91,0.412,1183.2
cos_bnc_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.167,-0.017,0.359,-0.18366284714464,58.72,0.281,1182.7
cos_bnc_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.064,-0.266,0.137,-0.0793797544279757,-74.49,0.53,1183.5
cos_bnc_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.188,-0.016,0.376,-0.187908347656651,76.68,0.302,1182.8
cos_bnc_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.169,0.001,0.338,-0.184679887082626,63.94,0.449,1183.4
cos_bnc_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.206,0.017,0.389,-0.225072601408952,100.13,0.202,1182.2
cos_bnc_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.335,-0.485,-0.18,0.0110435335669609,-62.72,0.471,1183.4
cos_bnc_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.357,-0.473,-0.23,0.0334359065667595,-608.88,0.157,1181.8
cos_bnc_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.336,-0.478,-0.192,0.0362830082842731,-115.22,0.509,1183.5
cos_bnc_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.344,-0.469,-0.228,0.0410362086315751,-265.29,0.34,1183
cos_bnc_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.472,-0.611,-0.33,0.0332497265465534,-708.41,0.004,1175.2
cos_bnc_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.457,-0.582,-0.304,0.0269504877065445,-584.5,0.007,1176.1
cos_bnc_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.478,-0.615,-0.32,0.0414215343871884,-754.77,0.001,1173.1
cos_bnc_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.471,-0.592,-0.345,0.0329032176883581,-676.12,0.003,1174.4
cos_bnc_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.477,-0.597,-0.335,0.123743633946069,-2225.12,0.024,1178.5
cos_bnc_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.065,-0.213,0.149,-0.0491166378598147,257.78,0.704,1183.8
cos_bnc_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.302,-0.481,-0.096,0.0232257342902481,-925.53,0.244,1182.5
cos_bnc_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.214,-0.368,-0.031,-0.0162884999415336,-523.29,0.464,1183.4
cos_bnc_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.407,-0.55,-0.252,0.103684026188819,-1919.39,0.131,1181.5
cos_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.075,-0.167,0.281,-0.0856575440140172,1443.74,0.131,1181.5
cos_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.192,-0.382,0,-0.0231372570190509,-408,0.724,1183.8
cos_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.099,-0.328,0.12,-0.0624863856726566,133.28,0.898,1184
cos_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.22,-0.37,-0.055,0.333348904010919,-54385.03,0.124,1181.4
cos_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.106,-0.082,0.258,-0.068588225394362,8967.3,0.015,1177.7
cos_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.165,-0.013,0.343,-0.136111206651138,7201.25,0.13,1181.5
cos_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.068,-0.111,0.246,-0.199473818117041,8793.23,0.086,1180.8
cos_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.047,-0.268,0.141,-0.122485065221143,18.75,0.868,1183.9
cos_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.15,-0.034,0.317,-0.234029021306593,259.53,0.081,1180.7
cos_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.041,-0.163,0.239,-0.151092932201463,113.09,0.353,1183
cos_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.114,-0.113,0.344,-0.123165349436858,209.7,0.126,1181.5
cos_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.074,-0.26,0.087,-0.110911614056671,-7.83,0.952,1184
cos_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.005,-0.209,0.202,-0.149625414994742,190.25,0.226,1182.4
cos_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.057,-0.271,0.162,-0.0706932247492045,25.42,0.844,1183.9
cos_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.036,-0.23,0.15,-0.135473885018556,78.38,0.557,1183.6
cos_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.002,-0.232,0.216,-0.14665478112281,59.2,0.682,1183.8
cos_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.036,-0.249,0.157,-0.101958550760447,193.33,0.25,1182.5
cos_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.052,-0.255,0.169,-0.129122571442016,42.97,0.764,1183.9
cos_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.09,-0.305,0.13,-0.0836890059695204,69.02,0.644,1183.7
cos_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.026,-0.22,0.175,-0.092536800029624,33.11,0.765,1183.9
cos_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.178,-0.058,0.4,-0.191096628000312,232.52,0.067,1180.4
cos_bnc_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.105,-0.092,0.318,-0.181288439285963,102.09,0.38,1183.1
cos_bnc_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.203,0.011,0.363,-0.105823493380554,158.4,0.195,1182.2
cos_bnc_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.006,-0.214,0.186,-0.135789559455613,28.74,0.852,1183.9
cos_bnc_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.124,-0.32,0.069,-0.0882491026326391,113.64,0.534,1183.6
cos_bnc_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.03,-0.223,0.162,-0.0691983046165164,90.3,0.578,1183.6
cos_bnc_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.113,-0.329,0.091,-0.113321927131099,93.56,0.585,1183.7
euc_bnc_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.026,-0.234,0.175,-0.0552018218268491,8.89,0.524,1183.5
euc_bnc_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.499,0.35,0.619,-0.140656346870531,14.95,0,1167.9
euc_bnc_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.252,0.028,0.433,-0.140622490963867,16.96,0.019,1178.1
euc_bnc_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.369,0.183,0.537,-0.163609967059921,16.81,0.002,1174.1
euc_bnc_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.075,-0.162,0.29,-0.0736075449419278,12.96,0.366,1183.1
euc_bnc_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.495,0.339,0.637,-0.143321578382559,15.22,0,1169.1
euc_bnc_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.313,0.142,0.477,-0.119354842776095,19.3,0.013,1177.4
euc_bnc_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.468,0.312,0.619,-0.148417916859875,19.96,0,1169.8
euc_bnc_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.083,-0.12,0.265,-0.0618625230518681,11.96,0.438,1183.3
euc_bnc_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.474,0.287,0.615,-0.142343830303741,14.69,0,1170.2
euc_bnc_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.31,0.128,0.477,-0.11965570245022,18.86,0.015,1177.6
euc_bnc_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.425,0.252,0.563,-0.149915199432183,18.92,0.001,1172.1
euc_bnc_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.026,-0.236,0.183,-0.0910344536261158,9.54,0.473,1183.4
euc_bnc_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.475,0.305,0.636,-0.158130349034365,13.53,0,1170.2
euc_bnc_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.235,0.027,0.424,-0.145544903731832,16.66,0.017,1177.9
euc_bnc_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.367,0.188,0.519,-0.151754528850151,15.39,0.002,1173.9
euc_bnc_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.089,-0.075,0.272,-0.0572121531201203,10.53,0.504,1183.5
euc_bnc_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.493,0.311,0.632,-0.132335429741104,15.29,0,1168.7
euc_bnc_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.375,0.176,0.541,-0.125942314124742,22.2,0.005,1175.3
euc_bnc_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,0.448,0.269,0.612,-0.160105496182976,20.62,0,1170.7
euc_bnc_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.036,-0.269,0.172,0.00305288174847263,456.27,0.269,1182.7
euc_bnc_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.433,-0.561,-0.286,0.0385669852084101,-3863.33,0.04,1179.4
euc_bnc_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.424,-0.567,-0.267,0.0320727536835918,-1700.45,0.119,1181.4
euc_bnc_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.456,-0.592,-0.309,0.0368925389206372,-3099.9,0.037,1179.3
euc_bnc_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.131,-0.325,0.047,0.0730943275264226,-3.79,0.002,1173.9
euc_bnc_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.297,-0.478,-0.083,0.0994755816630588,-1.23,0.007,1176.2
euc_bnc_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.227,-0.422,-0.016,0.0993136027230096,-2.16,0.004,1174.9
euc_bnc_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.266,-0.448,-0.044,0.100645639722911,-1.69,0.005,1175.4
euc_bnc_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.152,-0.291,0.001,0.0378859757124619,-0.55,0,1168.8
euc_bnc_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.027,-0.182,0.127,0.0251537460813086,-0.51,0.001,1172.3
euc_bnc_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.102,-0.271,0.067,0.031150710096384,-0.56,0,1169.7
euc_bnc_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logBNC,-0.082,-0.249,0.094,0.0283245923721428,-0.55,0,1170.2
