lmd,baseline,corLDMmRT,corLDMmRT_CI_lower,corLDMmRT_CI_upper,corLDM_congruent,coef,p_value,BIC
euc_ukwac_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.154,-0.324,0.03,0.0343715304383083,-0.17,0,1165
euc_ukwac_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.126,-0.325,0.053,0.0330438197599573,-0.16,0,1165.1
euc_ukwac_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.462,-0.587,-0.295,0.00103449501476895,0,0.037,1177.4
euc_ukwac_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.402,-0.535,-0.264,0.0041535873934146,0,0.222,1180.5
euc_ukwac_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.439,-0.574,-0.319,0.0022229462902359,0,0.077,1178.8
euc_ukwac_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.426,-0.558,-0.267,0.00291618197486841,0,0.108,1179.4
euc_ukwac_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.068,-0.125,0.25,0.0051101075400794,21.13,0.234,1180.6
euc_ukwac_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.362,0.179,0.528,0.000347113989263625,59.25,0.009,1174.9
euc_ukwac_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.207,0.009,0.366,0.00750010709049212,42.09,0.04,1177.6
euc_ukwac_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.243,0.062,0.386,0.00242772156794618,47.07,0.029,1177
euc_ukwac_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.078,-0.129,0.289,0.0135894007192586,17.55,0.314,1181
euc_ukwac_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.272,0.125,0.404,0.0379793719996618,45.99,0.058,1178.3
euc_ukwac_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.172,-0.028,0.36,0.0176266891720815,30.27,0.113,1179.4
euc_ukwac_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.244,0.056,0.397,0.0136192785351821,38.84,0.06,1178.3
euc_ukwac_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.043,-0.144,0.24,0.0247748758738658,16.92,0.323,1181.1
euc_ukwac_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.261,0.102,0.412,0.040435090684346,46.01,0.047,1177.9
euc_ukwac_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.218,0.047,0.405,0.0138343775028766,37,0.047,1177.9
euc_ukwac_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.229,0.06,0.406,0.0333991114123477,39.16,0.05,1178
euc_ukwac_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.061,-0.15,0.254,0.0202796800758854,17.54,0.333,1181.1
euc_ukwac_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.415,0.271,0.566,-0.0396072368732336,56.41,0.011,1175.3
euc_ukwac_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.222,0.016,0.398,0.0348900434932536,33.48,0.112,1179.4
euc_ukwac_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.307,0.142,0.479,-0.00595028823668938,44.22,0.05,1178
euc_ukwac_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.03,-0.174,0.204,0.0209810390409245,22.32,0.183,1180.2
euc_ukwac_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.246,0.097,0.391,0.0356441084336153,47.93,0.02,1176.3
euc_ukwac_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.161,-0.037,0.338,0.0167063453485065,39.28,0.03,1177.1
euc_ukwac_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.216,0.042,0.39,0.0248423955826704,44.89,0.02,1176.3
cor_ukwac_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.045,-0.214,0.147,0.0421317647746507,-20.56,0.841,1182.1
cor_ukwac_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.143,-0.321,0.069,-0.0225891510543279,-177.31,0.034,1177.3
cor_ukwac_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.07,-0.235,0.134,0.0245127466783305,-66.25,0.478,1181.6
cor_ukwac_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.129,-0.313,0.052,-0.00867842999967632,-134.98,0.112,1179.4
cor_ukwac_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.118,-0.315,0.085,0.0370368334210153,-91.87,0.422,1181.4
cor_ukwac_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.149,-0.33,0.066,-0.0222732925376569,-191.3,0.04,1177.6
cor_ukwac_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.119,-0.312,0.095,0.0582163061743305,-123.18,0.243,1180.7
cor_ukwac_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.173,-0.38,-0.001,0.0336651294235235,-195.82,0.042,1177.7
cor_ukwac_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.147,-0.354,0.06,0.00680298428152447,-110.86,0.403,1181.4
cor_ukwac_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.147,-0.335,0.064,0.00478922545840682,-220.85,0.039,1177.6
cor_ukwac_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.117,-0.299,0.109,0.0601068835493839,-128.48,0.242,1180.7
cor_ukwac_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.193,-0.383,-0.002,0.033261914447528,-219.89,0.034,1177.3
cor_ukwac_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.008,-0.219,0.158,0.0344452413459303,-17.04,0.843,1182.1
cor_ukwac_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.048,-0.121,0.222,-0.00345366088536549,-72.77,0.262,1180.8
cor_ukwac_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.018,-0.212,0.191,0.0449228898382632,-65.66,0.404,1181.4
cor_ukwac_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.022,-0.195,0.13,0.00463426934127704,-74.07,0.266,1180.8
cor_ukwac_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.153,-0.336,0.06,0.0101291348776678,-68,0.674,1181.9
cor_ukwac_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.008,-0.178,0.162,0.0478396397403187,-162.65,0.186,1180.2
cor_ukwac_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.087,-0.261,0.095,0.0779855434155539,-63.29,0.626,1181.9
cor_ukwac_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.059,-0.121,0.248,0.0387248803249694,-60.4,0.611,1181.8
cor_ukwac_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.535,-0.635,-0.427,0.0015862737043216,-304.21,0.003,1172.4
cor_ukwac_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.215,-0.011,0.415,0.0609166924631282,784.64,0.07,1178.6
cor_ukwac_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.077,-0.239,0.096,0.0355883837372081,191.1,0.358,1181.2
cor_ukwac_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.113,-0.115,0.313,0.0578877235554049,533.48,0.084,1178.9
cor_ukwac_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.337,-0.474,-0.162,0.0985948846232705,-307.52,0.243,1180.7
cor_ukwac_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.209,-0.358,-0.024,0.127501078787398,-373.72,0.153,1179.9
cor_ukwac_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.271,-0.442,-0.086,0.111608734791915,-316.26,0.252,1180.7
cor_ukwac_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.271,-0.448,-0.088,0.119095633362977,-386.03,0.154,1179.9
cor_ukwac_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.159,-0.356,0.008,0.0637931453242663,-861.06,0.324,1181.1
cor_ukwac_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.103,-0.089,0.328,-0.0063610723365744,-615.74,0.527,1181.7
cor_ukwac_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.013,-0.219,0.216,0.0125807857361747,-912.4,0.356,1181.2
cor_ukwac_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.062,-0.148,0.287,0.00943906492498404,-817.76,0.411,1181.4
cor_ukwac_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.129,-0.046,0.294,0.0973856703588721,842.87,0.53,1181.7
cor_ukwac_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.272,0.103,0.453,0.0138294714152595,649.89,0.691,1182
cor_ukwac_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.272,0.108,0.436,0.0396677306252111,1070.85,0.555,1181.8
cor_ukwac_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.271,0.101,0.423,0.0347902981734519,791.98,0.652,1181.9
cor_ukwac_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.201,0.026,0.35,-0.072961897181284,68599.24,0.162,1180
cor_ukwac_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.08,-0.084,0.261,0.0296164281648507,4181.22,0.481,1181.6
cor_ukwac_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.002,-0.197,0.205,0.0779685329256419,-5013.92,0.739,1182
cor_ukwac_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.001,-0.204,0.236,0.101576379993984,-882.29,0.918,1182.1
cor_ukwac_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.006,-0.2,0.182,0.00387278424417315,2.1,0.985,1182.1
cor_ukwac_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.276,0.08,0.455,-0.00403535986343588,118.78,0.376,1181.3
cor_ukwac_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.131,-0.075,0.303,0.00194821028921983,76.83,0.532,1181.7
cor_ukwac_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.183,-0.008,0.359,-0.00641551072537072,76.54,0.543,1181.7
cor_ukwac_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.018,-0.241,0.174,0.0172452219783371,-49.73,0.686,1181.9
cor_ukwac_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.105,-0.056,0.274,0.0612713336633684,-48.98,0.727,1182
cor_ukwac_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.04,-0.167,0.213,0.0169562991852733,-32.05,0.795,1182.1
cor_ukwac_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.137,-0.062,0.337,0.0118914077458604,-12.23,0.927,1182.1
cor_ukwac_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.057,-0.246,0.171,0.0315229771313109,-61.87,0.637,1181.9
cor_ukwac_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.088,-0.099,0.254,0.0598507242484087,-10.63,0.94,1182.1
cor_ukwac_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.119,-0.07,0.329,0.0119740979318825,34.86,0.799,1182.1
cor_ukwac_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.086,-0.123,0.274,0.0486660743174084,-42.41,0.766,1182
cor_ukwac_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.017,-0.182,0.212,0.0254186973527658,16.04,0.876,1182.1
cor_ukwac_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.35,0.155,0.529,-0.0592342808161578,110.61,0.244,1180.7
cor_ukwac_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.107,-0.06,0.297,0.0407992358773622,18.88,0.858,1182.1
cor_ukwac_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.145,-0.061,0.382,-0.0108742303146446,7.56,0.946,1182.1
cor_ukwac_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.16,-0.372,0.046,0.0313784820112538,-90.78,0.555,1181.8
cor_ukwac_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.052,-0.115,0.208,0.0572339575565738,29.05,0.83,1182.1
cor_ukwac_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.013,-0.205,0.195,0.0195195898635813,21.38,0.891,1182.1
cor_ukwac_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.009,-0.204,0.166,0.0439779109465809,-14.01,0.931,1182.1
cor_dolphin_2_8_mistral_7b_v02_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.478,-0.596,-0.356,-0.00588727655120303,-601.88,0.007,1174.3
cor_dolphin_2_8_mistral_7b_v02_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.611,-0.707,-0.515,-0.00355670580612652,-713.11,0,1161
cor_Hermes_3_Llama_3_1_70B_Q5_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.281,-0.46,-0.092,0.0146537100773525,16.69,0.932,1182.1
cor_Hermes_3_Llama_3_1_70B_Q5_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.589,-0.681,-0.476,-0.00103065472011319,-487.22,0,1163.4
cor_llama_2_13b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.466,-0.608,-0.331,-2.44247265447392e-05,-406.3,0.028,1177
cor_llama_2_13b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.545,-0.658,-0.424,0.00113910081185626,-507.54,0.001,1171
cor_llama_2_70b_Q5_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.312,-0.452,-0.145,0.0932911991089096,-167.53,0.255,1180.7
cor_llama_2_70b_Q5_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.578,-0.684,-0.447,0.0515115927652139,-416.23,0,1165.4
cor_llama_2_7b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.588,-0.707,-0.44,0.0585035139716599,-754.31,0,1163.5
cor_llama_2_7b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.662,-0.736,-0.571,0.0192982812460509,-414.56,0,1149.8
cor_llama_30b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.284,-0.468,-0.075,0.0223882865534838,10.44,0.918,1182.1
cor_llama_30b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.422,-0.581,-0.24,0.0133476648577421,-119.51,0.177,1180.2
cor_llama_65b_Q5_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.475,-0.618,-0.34,0.0655212525340614,-354.83,0.024,1176.7
cor_llama_65b_Q5_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.611,-0.708,-0.5,0.0490358571880386,-408.64,0,1160.4
cor_llama_7b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.421,-0.565,-0.242,-0.00504395407830899,-330.56,0.091,1179.1
cor_llama_7b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.614,-0.705,-0.518,-0.00243142655818797,-391.84,0,1160.1
cor_Meta_Llama_3_1_70B_Q5_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.13,-0.083,0.313,0.0448149979878549,361.86,0.05,1178
cor_Meta_Llama_3_1_70B_Q5_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.564,-0.668,-0.463,0.00520812194343023,-370.82,0,1168.3
cor_meta_llama_3_1_8b_q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0,-0.204,0.211,0.0429449246544283,208.98,0.187,1180.3
cor_meta_llama_3_1_8b_q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.537,-0.649,-0.426,0.00561452560589222,-382.5,0.001,1170.8
cor_mistral_7b_v0_1_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.475,-0.576,-0.364,-0.00269786804934565,-507.74,0.007,1174.4
cor_mistral_7b_v0_1_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.598,-0.697,-0.492,0.0045086731976509,-632.01,0,1163.2
cor_Mistral_7B_v0_3_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.486,-0.624,-0.352,-0.0189678195797639,-533.33,0.008,1174.6
cor_Mistral_7B_v0_3_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.605,-0.696,-0.498,-0.00786160128890096,-629.75,0,1162.2
cos_dolphin_2_8_mistral_7b_v02_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.476,-0.602,-0.338,-0.00618165225854042,-597.46,0.008,1174.5
cos_dolphin_2_8_mistral_7b_v02_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.611,-0.701,-0.519,-0.00377276351520563,-712.92,0,1161.1
cos_Hermes_3_Llama_3_1_70B_Q5_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.281,-0.444,-0.091,0.0146565869379711,16.35,0.934,1182.1
cos_Hermes_3_Llama_3_1_70B_Q5_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.589,-0.697,-0.479,-0.00102283996594867,-487.1,0,1163.4
cos_llama_2_13b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.466,-0.591,-0.322,3.63686632929276e-05,-407.34,0.028,1176.9
cos_llama_2_13b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.545,-0.659,-0.417,0.00117968947948408,-508.38,0.001,1171
cos_llama_2_70b_Q5_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.311,-0.474,-0.133,0.0931918444256275,-167.22,0.256,1180.7
cos_llama_2_70b_Q5_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.577,-0.667,-0.467,0.0514943755180125,-415.89,0,1165.5
cos_llama_2_7b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.588,-0.723,-0.431,0.0584991251711338,-754.34,0,1163.5
cos_llama_2_7b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.662,-0.744,-0.555,0.0192882796762956,-414.6,0,1149.8
cos_llama_30b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.284,-0.472,-0.078,0.0223589280574979,10.42,0.919,1182.1
cos_llama_30b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.422,-0.572,-0.229,0.0133176774561998,-119.49,0.177,1180.2
cos_llama_65b_Q5_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.475,-0.616,-0.319,0.0655132101964997,-354.88,0.024,1176.7
cos_llama_65b_Q5_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.611,-0.691,-0.495,0.0490267314155671,-408.67,0,1160.4
cos_llama_7b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.421,-0.555,-0.252,-0.00502925277666941,-330.91,0.09,1179
cos_llama_7b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.614,-0.704,-0.48,-0.00245848498687299,-392.01,0,1160.1
cos_Meta_Llama_3_1_70B_Q5_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.13,-0.074,0.325,0.0447232288855597,361.16,0.05,1178
cos_Meta_Llama_3_1_70B_Q5_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.564,-0.656,-0.445,0.00520327302314486,-370.74,0,1168.3
cos_meta_llama_3_1_8b_q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0,-0.24,0.222,0.0430930200138572,208.98,0.187,1180.3
cos_meta_llama_3_1_8b_q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.537,-0.642,-0.405,0.00570807029281709,-382.89,0.001,1170.8
cos_mistral_7b_v0_1_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.474,-0.582,-0.347,-0.00276785410605936,-505.06,0.008,1174.5
cos_mistral_7b_v0_1_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.598,-0.682,-0.486,0.00445881089745147,-631.64,0,1163.3
cos_Mistral_7B_v0_3_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.485,-0.599,-0.353,-0.0191368800092343,-530.66,0.008,1174.7
cos_Mistral_7B_v0_3_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.604,-0.687,-0.511,-0.00801125466561205,-629.62,0,1162.3
euc_dolphin_2_8_mistral_7b_v02_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.407,-0.556,-0.25,-0.00344485703381734,-1.46,0.004,1173.2
euc_dolphin_2_8_mistral_7b_v02_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.589,-0.687,-0.479,-0.00137417532521029,-1.88,0,1162.1
euc_Hermes_3_Llama_3_1_70B_Q5_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.307,-0.478,-0.112,0.0183752282233146,-0.27,0.807,1182.1
euc_Hermes_3_Llama_3_1_70B_Q5_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.607,-0.69,-0.508,0.00162620671192746,-2.64,0,1159.6
euc_llama_2_13b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.4,-0.556,-0.206,0.00459445844735462,-3.4,0.161,1180
euc_llama_2_13b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.496,-0.595,-0.376,0.00535478022418365,-5.34,0.017,1176.1
euc_llama_2_70b_Q5_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.335,-0.511,-0.161,0.0744640367946114,-1.3,0.14,1179.8
euc_llama_2_70b_Q5_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.519,-0.647,-0.36,0.0533892464769765,-2.4,0.001,1171.1
euc_llama_2_7b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.528,-0.65,-0.356,0.0493369209491265,-3.48,0.003,1172.5
euc_llama_2_7b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.541,-0.667,-0.403,0.0408993257873489,-3.47,0.001,1170.9
euc_llama_30b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.264,-0.465,-0.078,0.0198938847538411,0.55,0.64,1181.9
euc_llama_30b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.354,-0.525,-0.173,0.0141407571673085,-0.48,0.66,1181.9
euc_llama_65b_Q5_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.454,-0.6,-0.304,0.060651339961893,-2.25,0.047,1177.9
euc_llama_65b_Q5_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.553,-0.661,-0.448,0.0602476223287592,-2.99,0.001,1169.5
euc_llama_7b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.515,-0.625,-0.387,0.00188322017003122,-3.2,0.01,1175
euc_llama_7b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.493,-0.613,-0.352,0.00473792975991518,-2.97,0.02,1176.3
euc_Meta_Llama_3_1_70B_Q5_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.054,-0.178,0.29,0.0402684001603709,1.63,0.12,1179.5
euc_Meta_Llama_3_1_70B_Q5_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.593,-0.687,-0.494,0.00553874122591378,-2.26,0,1163.8
euc_meta_llama_3_1_8b_q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.015,-0.213,0.201,0.0341750233098022,1.45,0.154,1179.9
euc_meta_llama_3_1_8b_q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.49,-0.601,-0.354,0.00703638477856265,-2.29,0.01,1175.1
euc_mistral_7b_v0_1_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.42,-0.563,-0.27,-0.00144194435026209,-1.33,0.004,1173.2
euc_mistral_7b_v0_1_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.606,-0.698,-0.51,0.00390072325788474,-1.85,0,1159.9
euc_Mistral_7B_v0_3_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.376,-0.518,-0.202,-0.0122112716072418,-1.22,0.017,1176.1
