lmd,baseline,corLDMmRT,corLDMmRT_CI_lower,corLDMmRT_CI_upper,corLDM_congruent,coef,p_value,BIC
cor_subtitles_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.158,0.021,0.296,0.170556963446328,465.94,0.072,1181.9
cor_subtitles_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.073,-0.254,0.113,0.0898415584938081,274.6,0.27,1184.1
cor_subtitles_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.053,-0.086,0.18,0.124881612510223,506.16,0.055,1181.5
cor_subtitles_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.018,-0.181,0.15,0.10929705747658,382.73,0.133,1183
cor_subtitles_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.333,-0.512,-0.149,0.218476886442596,-776.76,0.241,1183.9
cor_subtitles_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.107,-0.329,0.122,0.0816209351882985,-308.02,0.58,1185.1
cor_subtitles_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.206,-0.396,0.022,0.144894095998394,-400.7,0.518,1184.9
cor_subtitles_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.131,-0.359,0.081,0.0954562515848896,-234.6,0.699,1185.2
cor_subtitles_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.261,-0.415,-0.125,0.177696692871082,-158.44,0.869,1185.4
cor_subtitles_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.084,-0.291,0.099,0.0199649502232278,-159.88,0.872,1185.4
cor_subtitles_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.158,-0.33,0.011,0.106815672408417,291.76,0.799,1185.3
cor_subtitles_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.074,-0.291,0.168,0.0271840576986367,439.5,0.689,1185.2
cor_subtitles_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.132,-0.032,0.289,0.192741103346037,-20780.46,0.391,1184.6
cor_subtitles_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.453,0.296,0.584,-0.309914429055593,24416.92,0,1161
cor_subtitles_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.311,0.115,0.446,-0.124066844166091,25196.3,0.023,1179.9
cor_subtitles_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.291,0.19,0.399,-0.319648714276005,19619.16,0.001,1173.5
cor_subtitles_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.329,0.144,0.511,-0.0238805312134928,390.61,0.002,1175.2
cor_subtitles_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.499,0.334,0.624,-0.192927174605365,569.08,0,1164.1
cor_subtitles_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.441,0.286,0.577,-0.0846280092561725,545.28,0,1170.2
cor_subtitles_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.501,0.346,0.636,-0.175595681161096,597.73,0,1164.6
cor_subtitles_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.282,0.129,0.435,-0.00619194317948163,361.58,0.011,1178.4
cor_subtitles_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.409,0.188,0.582,-0.0758808517367845,480.38,0,1171.7
cor_subtitles_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.348,0.199,0.505,-0.0752503581758003,468.53,0.002,1174.6
cor_subtitles_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.454,0.272,0.598,-0.135261223283357,596.61,0,1166.4
cor_subtitles_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.304,0.116,0.472,-0.054706445333521,559.17,0.001,1174.2
cor_subtitles_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.446,0.298,0.575,-0.110116539589466,618.31,0,1167.2
cor_subtitles_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.24,0.035,0.409,-0.013220261389318,565.24,0.002,1175.2
cor_subtitles_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.398,0.247,0.539,-0.0713345374513921,598.1,0,1169.5
cor_subtitles_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.264,0.092,0.423,-0.00917667703798908,315.38,0.011,1178.4
cor_subtitles_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.516,0.363,0.658,-0.166271253393915,482.09,0,1164.5
cor_subtitles_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.488,0.337,0.627,-0.162024449045767,587.27,0,1163.4
cor_subtitles_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.535,0.392,0.669,-0.110722477964102,473.95,0,1164.1
cor_subtitles_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.209,0.019,0.373,-0.00999585442768986,428.78,0.04,1180.8
cor_subtitles_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.275,0.119,0.429,0.00743414578599079,524.07,0.004,1176.3
cor_subtitles_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.381,0.216,0.522,-0.105166698567952,701.32,0,1170
cor_subtitles_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.322,0.138,0.47,-0.0591397461140393,627.91,0,1171.4
cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.48,-0.603,-0.343,-0.013905122973941,-361.9,0.014,1178.9
cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.51,-0.618,-0.386,-0.0167109922783401,-393.52,0.005,1176.9
cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.527,-0.631,-0.392,0.0247334898088676,-553.47,0.001,1172.6
cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.619,-0.717,-0.512,0.0052941979563628,-466.86,0,1159.6
cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.465,-0.573,-0.347,-0.00250731280508673,-502.28,0.01,1178.2
cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.589,-0.666,-0.486,0.00668072548873897,-630.54,0,1165.1
cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.48,-0.597,-0.355,-0.0138898539856878,-362.71,0.014,1178.9
cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.511,-0.611,-0.42,-0.0166614547277141,-394.26,0.005,1176.9
cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.527,-0.653,-0.382,0.0248067222993508,-553.43,0.001,1172.6
cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.619,-0.707,-0.512,0.00531946299137033,-467,0,1159.6
cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.463,-0.576,-0.323,-0.00259980142361993,-498.47,0.01,1178.3
cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.588,-0.689,-0.494,0.00661334630211045,-629.77,0,1165.2
euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.375,-0.514,-0.224,-0.0187983453387059,-2.87,0.187,1183.5
euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.443,-0.573,-0.31,-0.0209598886744024,-4.04,0.057,1181.5
euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.264,-0.443,-0.085,0.0259036815500879,-0.1,0.947,1185.4
euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.46,-0.584,-0.33,0.0144419218396562,-2.73,0.024,1179.9
euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.395,-0.524,-0.265,-0.000988465401822249,-1.18,0.013,1178.8
euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.597,-0.7,-0.481,0.0052161415008312,-1.86,0,1162.4
cor_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.283,-0.447,-0.136,-0.0478412240573369,-158.49,0.232,1183.8
cos_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.287,-0.456,-0.112,-0.0481560448273562,-162.33,0.221,1183.8
euc_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.21,-0.393,-0.014,-0.0412384990143565,-21.77,0.378,1184.6
bnc_conditional_probability_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.135,-0.063,0.311,0.0322822210007669,26198.35,0.181,1180.8
bnc_conditional_probability_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.371,-0.515,-0.201,0.0586914578036892,-115514.63,0.031,1177.8
bnc_conditional_probability_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.143,-0.363,0.086,0.10957187356543,-23863.72,0.558,1182.4
bnc_conditional_probability_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.292,-0.467,-0.097,0.139058028462317,-76062.79,0.115,1180.1
bnc_log_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.283,0.115,0.465,0.0306854794444468,11.81,0.713,1182.6
bnc_log_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.168,0.024,0.33,0.0418699300145942,-25.5,0.331,1181.7
bnc_log_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.243,0.047,0.432,-0.000492183583406575,-1.01,0.972,1182.8
bnc_log_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.18,0.003,0.343,0.0479582128908962,-19.47,0.467,1182.2
bnc_pmi_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.07,-0.14,0.273,0.0775099854770681,9.29,0.232,1181.2
bnc_pmi_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.227,-0.367,-0.061,0.131364704084906,-17.62,0.069,1179.2
bnc_pmi_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.011,-0.203,0.192,0.0791866163192549,7.62,0.44,1182.1
bnc_pmi_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.175,-0.381,0.013,0.193468936963348,-5.34,0.616,1182.5
bnc_ppmi_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.179,0.017,0.312,0.0253530318394099,14.34,0.137,1180.4
bnc_ppmi_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.157,-0.32,0.001,0.113872592261508,-12.35,0.475,1182.2
bnc_ppmi_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.003,-0.25,0.236,0.197405750487248,0.19,0.989,1182.8
bnc_ppmi_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.082,-0.312,0.1,0.240948475174129,-6.48,0.68,1182.6
bnc_probability_ratio_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.169,0.01,0.32,0.0445015116002273,2.61,0.15,1180.5
bnc_probability_ratio_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.102,-0.253,0.052,0.0847465897441405,-4.93,0.604,1182.5
bnc_probability_ratio_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.107,-0.081,0.272,0.110753023911154,3.8,0.435,1182.1
bnc_probability_ratio_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.007,-0.217,0.18,0.19662293703211,0.21,0.976,1182.8
cos_bnc_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.118,-0.323,0.102,-0.0762167202374163,-52.49,0.611,1182.5
cos_bnc_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.214,0.022,0.377,-0.200808484287357,77.02,0.267,1181.4
cos_bnc_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.066,-0.137,0.263,-0.177677671184022,33.92,0.621,1182.5
cos_bnc_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.129,-0.083,0.331,-0.207629502421269,47.54,0.476,1182.2
cos_bnc_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.05,-0.245,0.153,-0.103943455367764,-28.05,0.796,1182.7
cos_bnc_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.197,0.039,0.357,-0.20077741748872,64.22,0.379,1181.9
cos_bnc_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.122,-0.077,0.314,-0.17049497399696,46.89,0.563,1182.4
cos_bnc_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.232,0.049,0.412,-0.215819696177859,97.02,0.2,1181
cos_bnc_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.062,-0.256,0.163,-0.0872904984357375,-58.27,0.62,1182.5
cos_bnc_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.183,-0.02,0.366,-0.202398894911746,75.12,0.319,1181.7
cos_bnc_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.097,-0.098,0.261,-0.161101225475858,35.17,0.65,1182.5
cos_bnc_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.166,-0.011,0.321,-0.197056974327118,63.25,0.373,1181.9
cos_bnc_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.11,-0.295,0.077,-0.123795702104667,-23.95,0.781,1182.7
cos_bnc_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.198,-0.003,0.37,-0.193729673132712,56.01,0.318,1181.7
cos_bnc_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.089,-0.093,0.267,-0.179152763799409,46.08,0.436,1182.1
cos_bnc_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.165,-0.037,0.336,-0.18366284714464,56.57,0.296,1181.6
cos_bnc_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.066,-0.248,0.13,-0.0793797544279757,-75.85,0.52,1182.3
cos_bnc_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.186,-0.019,0.354,-0.187908347656651,74.46,0.313,1181.7
cos_bnc_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.166,-0.025,0.364,-0.184679887082626,61.03,0.467,1182.2
cos_bnc_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.203,0.013,0.375,-0.225072601408952,96.79,0.215,1181.1
cos_bnc_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.334,-0.504,-0.171,0.0110435335669609,-60.28,0.486,1182.2
cos_bnc_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.358,-0.482,-0.231,0.0334359065667595,-613.39,0.151,1180.6
cos_bnc_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.336,-0.457,-0.188,0.0362830082842731,-112.65,0.516,1182.3
cos_bnc_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.344,-0.476,-0.213,0.0410362086315751,-263.2,0.34,1181.8
cos_bnc_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.473,-0.61,-0.313,0.0332497265465534,-709.47,0.004,1173.8
cos_bnc_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.459,-0.579,-0.316,0.0269504877065445,-589.49,0.006,1174.7
cos_bnc_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.479,-0.606,-0.335,0.0414215343871884,-759.18,0.001,1171.6
cos_bnc_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.472,-0.614,-0.322,0.0329032176883581,-681.02,0.002,1172.9
cos_bnc_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.479,-0.606,-0.321,0.123743633946069,-2223.44,0.023,1177.2
cos_bnc_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.067,-0.26,0.164,-0.0491166378598147,235.58,0.727,1182.6
cos_bnc_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.305,-0.495,-0.13,0.0232257342902481,-948.07,0.23,1181.2
cos_bnc_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.217,-0.417,0.002,-0.0162884999415336,-549.11,0.44,1182.1
cos_bnc_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.408,-0.529,-0.28,0.103684026188819,-1917.85,0.129,1180.3
cos_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.073,-0.137,0.264,-0.0856575440140172,1405.4,0.14,1180.4
cos_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.195,-0.404,-0.005,-0.0231372570190509,-452.14,0.694,1182.6
cos_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.102,-0.321,0.107,-0.0624863856726566,82.73,0.936,1182.8
cos_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.219,-0.372,-0.073,0.333348904010919,-53838.6,0.125,1180.2
cos_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.104,-0.074,0.311,-0.068588225394362,8798.31,0.017,1176.6
cos_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.163,-0.056,0.326,-0.136111206651138,6995.38,0.139,1180.4
cos_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.064,-0.126,0.222,-0.199473818117041,8394.88,0.099,1179.8
cos_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.048,-0.262,0.169,-0.122485065221143,17.15,0.878,1182.7
cos_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.149,-0.046,0.336,-0.234029021306593,255.53,0.084,1179.5
cos_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.04,-0.145,0.253,-0.151092932201463,110.06,0.364,1181.9
cos_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.113,-0.084,0.31,-0.123165349436858,205.45,0.131,1180.3
cos_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.075,-0.305,0.159,-0.110911614056671,-10.07,0.938,1182.8
cos_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.005,-0.192,0.206,-0.149625414994742,186.71,0.232,1181.2
cos_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.058,-0.269,0.165,-0.0706932247492045,23.35,0.855,1182.7
cos_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.037,-0.233,0.175,-0.135473885018556,75.04,0.571,1182.4
cos_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.003,-0.232,0.209,-0.14665478112281,56.6,0.693,1182.6
cos_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.036,-0.239,0.148,-0.101958550760447,189.68,0.256,1181.4
cos_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.053,-0.263,0.157,-0.129122571442016,40.7,0.775,1182.7
cos_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.09,-0.302,0.143,-0.0836890059695204,68.31,0.646,1182.5
cos_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.027,-0.232,0.157,-0.092536800029624,30.91,0.779,1182.7
cos_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.176,-0.069,0.414,-0.191096628000312,227.41,0.072,1179.3
cos_bnc_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.104,-0.11,0.316,-0.181288439285963,99.32,0.39,1182
cos_bnc_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.203,-0.029,0.385,-0.105823493380554,154.87,0.202,1181
cos_bnc_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.009,-0.215,0.182,-0.135789559455613,25.19,0.869,1182.7
cos_bnc_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.124,-0.315,0.076,-0.0882491026326391,110.99,0.541,1182.4
cos_bnc_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.031,-0.218,0.183,-0.0691983046165164,88.05,0.585,1182.4
cos_bnc_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.113,-0.32,0.078,-0.113321927131099,91.44,0.592,1182.5
euc_bnc_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.025,-0.239,0.201,-0.0552018218268491,8.94,0.519,1182.3
euc_bnc_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.5,0.336,0.624,-0.140656346870531,14.87,0,1166.6
euc_bnc_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.252,0.053,0.456,-0.140622490963867,16.81,0.02,1176.9
euc_bnc_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.369,0.167,0.54,-0.163609967059921,16.68,0.002,1172.9
euc_bnc_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.075,-0.129,0.26,-0.0736075449419278,12.93,0.364,1181.9
euc_bnc_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.496,0.332,0.626,-0.143321578382559,15.13,0,1167.8
euc_bnc_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.314,0.125,0.491,-0.119354842776095,19.2,0.013,1176.1
euc_bnc_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.469,0.334,0.604,-0.148417916859875,19.84,0,1168.6
euc_bnc_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.083,-0.146,0.282,-0.0618625230518681,11.97,0.434,1182.1
euc_bnc_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.474,0.314,0.64,-0.142343830303741,14.59,0,1169
euc_bnc_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.31,0.116,0.476,-0.11965570245022,18.69,0.015,1176.4
euc_bnc_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.425,0.219,0.596,-0.149915199432183,18.81,0.001,1170.9
euc_bnc_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.026,-0.216,0.16,-0.0910344536261158,9.45,0.475,1182.2
euc_bnc_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.475,0.317,0.616,-0.158130349034365,13.43,0,1169.1
euc_bnc_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.234,0.02,0.416,-0.145544903731832,16.43,0.018,1176.8
euc_bnc_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.367,0.209,0.526,-0.151754528850151,15.23,0.002,1172.8
euc_bnc_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.089,-0.122,0.283,-0.0572121531201203,10.56,0.5,1182.3
euc_bnc_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.494,0.324,0.629,-0.132335429741104,15.21,0,1167.4
euc_bnc_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.376,0.202,0.53,-0.125942314124742,22.07,0.005,1174.1
euc_bnc_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.448,0.278,0.574,-0.160105496182976,20.46,0,1169.6
euc_bnc_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.033,-0.2,0.156,0.00305288174847263,471.03,0.251,1181.3
euc_bnc_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.435,-0.574,-0.299,0.0385669852084101,-3880.51,0.038,1178.1
euc_bnc_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.424,-0.557,-0.28,0.0320727536835918,-1684.64,0.12,1180.2
euc_bnc_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.457,-0.593,-0.317,0.0368925389206372,-3085.25,0.036,1178.1
euc_bnc_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.133,-0.318,0.079,0.0730943275264226,-3.8,0.002,1172.5
euc_bnc_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.299,-0.485,-0.113,0.0994755816630588,-1.23,0.006,1174.8
euc_bnc_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.229,-0.429,-0.036,0.0993136027230096,-2.16,0.003,1173.5
euc_bnc_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.268,-0.457,-0.095,0.100645639722911,-1.69,0.004,1174.1
euc_bnc_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.154,-0.285,0.01,0.0378859757124619,-0.54,0,1167.5
